Company,Location,DateTime,Details,Outcome
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Mon May 15, 1967 11:00 UTC",Cosmos-3M (11K65M) | Cosmos 158,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri May 12, 1967 10:30 UTC",Vostok-2 | Cosmos 157,Success
General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA","Thu May 04, 1967 22:25 UTC",Atlas-SLV3 Agena-D | Lunar Orbiter 4,Success
Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA","Fri Apr 28, 1967 10:01 UTC","Titan IIIC | OPS-6638, OPS-6679, ORS-4, OV5-1, OV5-3",Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Thu Apr 27, 1967 12:50 UTC",Vostok-2M | Cosmos 156,Success
US Air Force,"SLC-4W, Vandenberg AFB, California, USA","Wed Apr 26, 1967",Titan IIIB | OPS 4243,Failure
ASI,"SM Launch Tab, San Marco Launch Platform, Kenya","Wed Apr 26, 1967 10:06 UTC",Scout B | San Marco 2,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Sun Apr 23, 1967 00:35 UTC",Soyuz | Soyuz 1,Success
General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA","Mon Apr 17, 1967 07:05 UTC",Atlas-LV3C Centaur-D | Surveyor 3,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Wed Apr 12, 1967 10:51 UTC",Voskhod | Cosmos 155,Success
RVSN USSR,"Site 81/23, Baikonur Cosmodrome, Kazakhstan","Sat Apr 08, 1967 09:00 UTC",Proton K/Block D | Cosmos 154,Partial Failure
General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA","Thu Apr 06, 1967 03:23 UTC",Atlas-SLV3 Agena-D | ATS-2,Partial Failure
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Tue Apr 04, 1967 14:00 UTC",Vostok-2 | Cosmos 153,Success
UT,"Uchinoura Space Center, Japan","Mon Apr 03, 1967",Lambda-IV S | Osumi,Failure
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Sat Mar 25, 1967 06:59 UTC",Cosmos-2I (63SM) | Cosmos 152,Success
RVSN USSR,"Site 41/15, Baikonur Cosmodrome, Kazakhstan","Fri Mar 24, 1967 11:50 UTC",Cosmos-3 (11K65) | Cosmos 151,Success
RVSN USSR,"Site 161/35, Baikonur Cosmodrome, Kazakhstan","Wed Mar 22, 1967 14:05 UTC",Tsyklon | OGTch 3,Failure
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Wed Mar 22, 1967 12:44 UTC",Voskhod | Cosmos 150,Success
RVSN USSR,"Site 86/1, Kapustin Yar, Russia","Tue Mar 21, 1967 10:07 UTC",Cosmos-2I (63SM) | Cosmos 149,Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Thu Mar 16, 1967 17:30 UTC",Cosmos-2I (63SM) | Cosmos 148,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Mon Mar 13, 1967 12:10 UTC",Vostok-2 | Cosmos 147,Success
RVSN USSR,"Site 81/23, Baikonur Cosmodrome, Kazakhstan","Fri Mar 10, 1967 11:30 UTC",Proton K/Block D | Cosmos 146,Success
RVSN USSR,"Site 86/1, Kapustin Yar, Russia","Fri Mar 03, 1967 06:44 UTC",Cosmos-2I (63SM) | Cosmos 145,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Tue Feb 28, 1967 14:34 UTC",Vostok-2M | Cosmos 144,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Mon Feb 27, 1967 08:45 UTC",Vostok-2 | Cosmos 143,Partial Failure
US Air Force,"SLC-4W, Vandenberg AFB, California, USA","Fri Feb 24, 1967 19:55 UTC",Titan IIIB | OPS 4204,Success
Arm??e de l'Air,"Brigitte, Hammaguir, Algeria, France","Wed Feb 15, 1967 10:06 UTC",Diamant A | Diad?ªme 2,Success
RVSN USSR,"Site 86/1, Kapustin Yar, Russia","Tue Feb 14, 1967 10:04 UTC",Cosmos-2I (63SM) | Cosmos 142,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Wed Feb 08, 1967 10:19 UTC",Voskhod | Cosmos 141,Success
Arm??e de l'Air,"Brigitte, Hammaguir, Algeria, France","Wed Feb 08, 1967 08:39 UTC",Diamant A | Diad?ªme 1,Partial Failure
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Tue Feb 07, 1967 13:20 UTC",Soyuz | Cosmos 140,Success
General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA","Sun Feb 05, 1967 01:17 UTC",Atlas-SLV3 Agena-D | Lunar Orbiter 3,Success
General Dynamics,"SLC-4E, Vandenberg AFB, California, USA","Thu Feb 02, 1967 20:00 UTC",Atlas-SLV3 Agena-D | KH-7 Gambit 4036,Success
NASA,"LC-34, Cape Canaveral AFS, Florida, USA","Fri Jan 27, 1967 23:31 UTC",Saturn IB | Apollo 1,Failure
RVSN USSR,"Site 162, Baikonur Cosmodrome, Kazakhstan","Wed Jan 25, 1967 13:55 UTC",Tsyklon | Cosmos 139,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Thu Jan 19, 1967 12:39 UTC",Vostok-2 | Cosmos 138,Success
Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA","Wed Jan 18, 1967 14:19 UTC",Titan IIIC | OPS 9321-9328,Success
RVSN USSR,"Site 86/1, Kapustin Yar, Russia","Wed Dec 21, 1966 13:11 UTC",Cosmos-2I (63S1) | Cosmos 137,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Wed Dec 21, 1966 10:17 UTC",Molniya-M /Block L | Luna 13,Success
UT,"Uchinoura Space Center, Japan","Tue Dec 20, 1966",Lambda-IV S | Osumi,Failure
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Mon Dec 19, 1966 12:01 UTC",Vostok-2 | Cosmos 136,Success
US Air Force,"SLC-4W, Vandenberg AFB, California, USA","Wed Dec 14, 1966 18:14 UTC",Titan IIIB | OPS 8968,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Wed Dec 14, 1966 11:27 UTC",Soyuz | Soyuz 7K-OK n†­1,Prelaunch Failure
RVSN USSR,"Site 86/1, Kapustin Yar, Russia","Mon Dec 12, 1966 20:37 UTC",Cosmos-2I (63SM) | Cosmos 135,Success
General Dynamics,"LC-576B3, Vandenberg AFB, California, USA","Sun Dec 11, 1966 21:10 UTC",Atlas-D OV1 | OV1-9/OV1-10,Success
General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA","Wed Dec 07, 1966 02:12 UTC",Atlas-SLV3 Agena-D | ATS-1,Success
General Dynamics,"SLC-4E, Vandenberg AFB, California, USA","Mon Dec 05, 1966 21:09 UTC",Atlas-SLV3 Agena-D | KH-7 Gambit 4035,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Sat Dec 03, 1966 08:15 UTC",Voskhod | Cosmos 134,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Mon Nov 28, 1966 11:00 UTC",Soyuz | Cosmos 133,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Sat Nov 19, 1966 08:00 UTC",Vostok-2 | Cosmos 132,Success
RVSN USSR,"Site 41/15, Baikonur Cosmodrome, Kazakhstan","Wed Nov 16, 1966 13:00 UTC",Cosmos-3 (11K65) | Strela-2 #2,Failure
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Sat Nov 12, 1966 09:51 UTC",Voskhod | Cosmos 131,Success
NASA,"LC-19, Cape Canaveral AFS, Florida, USA","Fri Nov 11, 1966 20:46 UTC",Titan II GLV | Gemini XII,Success
General Dynamics,"LC-14, Cape Canaveral AFS, Florida, USA","Fri Nov 11, 1966 19:08 UTC",Atlas-SLV3 Agena-D | GATV 5001,Success
General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA","Sun Nov 06, 1966 23:21 UTC",Atlas-SLV3 Agena-D | Lunar Orbiter 2,Success
Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA","Thu Nov 03, 1966 13:50 UTC","Titan IIIC | Gemini B, OV4-3, &  OV4-1R/T",Success
General Dynamics,"SLC-4E, Vandenberg AFB, California, USA","Wed Nov 02, 1966 20:23 UTC",Atlas-SLV3 Agena-D | KH-7 Gambit 4034,Success
RVSN USSR,"Site 162, Baikonur Cosmodrome, Kazakhstan","Wed Nov 02, 1966 00:45 UTC",Tsyklon | OGTch 2,Partial Failure
General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA","Wed Oct 26, 1966 11:12 UTC",Atlas-LV3C Centaur-D | Surveyor SD-4,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Sat Oct 22, 1966 08:38 UTC",Molniya-M /Block L | Luna 12,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Thu Oct 20, 1966 08:46 UTC",Voskhod | Cosmos 130,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Thu Oct 20, 1966 07:50 UTC",Molniya | Molniya-1 n†­7,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Fri Oct 14, 1966 12:13 UTC",Vostok-2 | Cosmos 129,Success
General Dynamics,"SLC-4E, Vandenberg AFB, California, USA","Wed Oct 12, 1966 19:15 UTC",Atlas-SLV3 Agena-D | KH-7 Gambit 4033,Success
General Dynamics,"SLC-3E, Vandenberg AFB, California, USA","Wed Oct 05, 1966 22:00 UTC",Atlas-SLV3 Agena-D | Midas 12,Success
US Air Force,"SLC-4W, Vandenberg AFB, California, USA","Wed Sep 28, 1966 19:12 UTC",Titan IIIB | OPS 4096,Success
UT,"Uchinoura Space Center, Japan","Mon Sep 26, 1966",Lambda-IV S | Osumi,Failure
General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA","Tue Sep 20, 1966 12:32 UTC",Atlas-LV3C Centaur-D | Surveyor 2,Success
RVSN USSR,"Site 162, Baikonur Cosmodrome, Kazakhstan","Sat Sep 17, 1966 22:35 UTC",Tsyklon | OGTch 1,Partial Failure
General Dynamics,"SLC-4E, Vandenberg AFB, California, USA","Fri Sep 16, 1966 17:59 UTC",Atlas-SLV3 Agena-D | KH-7 Gambit 4032,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Fri Sep 16, 1966 09:30 UTC",Vostok-2 | Zenit-2 n†­40,Failure
NASA,"LC-19, Cape Canaveral AFS, Florida, USA","Mon Sep 12, 1966 14:42 UTC",Titan II GLV | Gemini XI,Success
General Dynamics,"LC-14, Cape Canaveral AFS, Florida, USA","Mon Sep 12, 1966 13:05 UTC",Atlas-SLV3 Agena-D | GATV 5006,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Sat Aug 27, 1966 09:50 UTC",Voskhod | Cosmos 128,Success
Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA","Fri Aug 26, 1966 13:59 UTC","Titan IIIC | IDCSP-1 8-14, GGTS-2",Failure
NASA,"LC-34, Cape Canaveral AFS, Florida, USA","Thu Aug 25, 1966 17:15 UTC",Saturn IB | AS-202,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Wed Aug 24, 1966 08:09 UTC",Molniya-M /Block L | Luna 11,Success
General Dynamics,"SLC-3E, Vandenberg AFB, California, USA","Fri Aug 19, 1966 19:30 UTC",Atlas-SLV3 Agena-D | Midas 11,Success
General Dynamics,"SLC-4E, Vandenberg AFB, California, USA","Tue Aug 16, 1966 18:30 UTC",Atlas-SLV3 Agena-D | KH-7 Gambit 4031,Success
General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA","Wed Aug 10, 1966 19:26 UTC",Atlas-SLV3 Agena-D | Lunar Orbiter 1,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Mon Aug 08, 1966 11:29 UTC",Voskhod | Cosmos 127,Success
US Air Force,"SLC-4W, Vandenberg AFB, California, USA","Fri Jul 29, 1966 18:43 UTC",Titan IIIB | KH-8,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Thu Jul 28, 1966 10:50 UTC",Voskhod | Cosmos 126,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Wed Jul 20, 1966 08:58 UTC",Vostok-2A | Cosmos 125,Success
NASA,"LC-19, Cape Canaveral AFS, Florida, USA","Mon Jul 18, 1966 22:20 UTC",Titan II GLV | Gemini X,Success
General Dynamics,"LC-14, Cape Canaveral AFS, Florida, USA","Mon Jul 18, 1966 20:39 UTC",Atlas-SLV3 Agena-D | GATV 5005,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Thu Jul 14, 1966 10:25 UTC",Voskhod | Cosmos 124,Success
General Dynamics,"LC-576B3, Vandenberg AFB, California, USA","Thu Jul 14, 1966 02:10 UTC",Atlas-D OV1 | OV1-7/OV1-8,Partial Failure
General Dynamics,"SLC-4E, Vandenberg AFB, California, USA","Tue Jul 12, 1966 17:57 UTC",Atlas-SLV3 Agena-D | KH-7 Gambit 4030,Success
RVSN USSR,"Site 86/1, Kapustin Yar, Russia","Fri Jul 08, 1966 05:31 UTC",Cosmos-2I (63S1) | Cosmos 123,Success
RVSN USSR,"Site 81/24, Baikonur Cosmodrome, Kazakhstan","Wed Jul 06, 1966 12:57 UTC",Proton | Proton-3,Success
NASA,"SLC-37B, Cape Canaveral AFS, Florida, USA","Tue Jul 05, 1966 14:53 UTC",Saturn IB | AS-203,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Sat Jun 25, 1966 10:18 UTC",Vostok-2M | Cosmos 122,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Fri Jun 17, 1966 11:00 UTC",Voskhod | Cosmos 121,Success
Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA","Thu Jun 16, 1966 14:00 UTC",Titan IIIC | OPS 9311-9317 & GGTS-1,Success
General Dynamics,"SLC-3E, Vandenberg AFB, California, USA","Thu Jun 09, 1966 20:15 UTC",Atlas-SLV3 Agena-D | Midas 10,Partial Failure
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Wed Jun 08, 1966 11:00 UTC",Voskhod | Cosmos 120,Success
General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA","Tue Jun 07, 1966 02:48 UTC",Atlas-SLV3 Agena-B | OGO-3,Success
General Dynamics,"SLC-4E, Vandenberg AFB, California, USA","Fri Jun 03, 1966 19:25 UTC",Atlas-SLV3 Agena-D | KH-7 Gambit 4029,Success
NASA,"LC-19, Cape Canaveral AFS, Florida, USA","Fri Jun 03, 1966 13:39 UTC",Titan II GLV | Gemini IX-A,Partial Failure
General Dynamics,"LC-14, Cape Canaveral AFS, Florida, USA","Wed Jun 01, 1966 15:00 UTC",Atlas SLV-3 | ATDA,Success
General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA","Mon May 30, 1966 14:41 UTC",Atlas-LV3C Centaur-D | Surveyor 1,Success
RVSN USSR,"Site 86/1, Kapustin Yar, Russia","Tue May 24, 1966 05:30 UTC",Cosmos-2I (63SM) | Cosmos 119,Success
General Dynamics,"LC-14, Cape Canaveral AFS, Florida, USA","Tue May 17, 1966 15:15 UTC",Atlas-SLV3 Agena-D | GATV 5004,Failure
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Tue May 17, 1966 11:00 UTC",Voskhod | Zenit-4 n†­18,Failure
NASA,"LC-19, Cape Canaveral AFS, Florida, USA","Mon May 16, 1966 16:41 UTC",Titan II GLV | Gemini VIII,Partial Failure
General Dynamics,"SLC-4E, Vandenberg AFB, California, USA","Sat May 14, 1966 18:30 UTC",Atlas-SLV3 Agena-D | KH-7 Gambit 4028,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Wed May 11, 1966 14:10 UTC",Vostok-2M | Cosmos 118,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Fri May 06, 1966 10:58 UTC",Vostok-2 | Cosmos 117,Success
RVSN USSR,"Site 86/1, Kapustin Yar, Russia","Tue Apr 26, 1966 10:04 UTC",Cosmos-2I (63SM) | Cosmos 116,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Mon Apr 25, 1966 07:10 UTC",Molniya | Molniya-1 n†­6,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Wed Apr 20, 1966 10:40 UTC",Vostok-2 | Cosmos 115,Success
General Dynamics,"SLC-4E, Vandenberg AFB, California, USA","Tue Apr 19, 1966 19:12 UTC",Atlas-SLV3 Agena-D | KH-7 Gambit 4027,Success
General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA","Fri Apr 08, 1966 19:35 UTC",Atlas-SLV3B Agena-D | OAO-1,Success
General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA","Fri Apr 08, 1966 01:00 UTC",Atlas-LV3C Centaur-D | Surveyor Model-3,Partial Failure
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Wed Apr 06, 1966 11:40 UTC",Voskhod | Cosmos 114,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Thu Mar 31, 1966 10:48 UTC",Molniya-M /Block L | Luna 10,Success
General Dynamics,"LC-576B3, Vandenberg AFB, California, USA","Wed Mar 30, 1966 09:20 UTC",Atlas-D OV1 | OV1-4/OV1-5,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Sun Mar 27, 1966 07:20 UTC",Molniya | Molniya-1 n†­5,Failure
RVSN USSR,"Site 81/24, Baikonur Cosmodrome, Kazakhstan","Thu Mar 24, 1966 14:39 UTC",Proton | Proton-3a,Failure
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Mon Mar 21, 1966 09:40 UTC",Voskhod | Cosmos 113,Success
General Dynamics,"SLC-4E, Vandenberg AFB, California, USA","Fri Mar 18, 1966 20:30 UTC",Atlas-SLV3 Agena-D | KH-7 Gambit 4026,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Thu Mar 17, 1966 10:28 UTC",Vostok-2 | Cosmos 112,Success
General Dynamics,"LC-14, Cape Canaveral AFS, Florida, USA","Wed Mar 16, 1966 15:00 UTC",Atlas-SLV3 Agena-D | GATV 5003,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Tue Mar 01, 1966 11:03 UTC",Molniya-M /Block L | Cosmos 111,Partial Failure
NASA,"LC-34, Cape Canaveral AFS, Florida, USA","Sat Feb 26, 1966 16:12 UTC",Saturn IB | AS-201,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Tue Feb 22, 1966 20:09 UTC",Voskhod | Cosmos 110,Success
RVSN USSR,"Site 86/1, Kapustin Yar, Russia","Mon Feb 21, 1966",Cosmos-2I (63S1) | DS-K40 #2,Failure
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Sat Feb 19, 1966 08:49 UTC",Voskhod | Cosmos 109,Success
Arm??e de l'Air,"Brigitte, Hammaguir, Algeria, France","Thu Feb 17, 1966 07:33 UTC",Diamant A | Diapason,Success
General Dynamics,"SLC-4E, Vandenberg AFB, California, USA","Tue Feb 15, 1966 13:04 UTC",Atlas-SLV3 Agena-D | KH-7 Gambit 4025,Success
RVSN USSR,"Site 86/1, Kapustin Yar, Russia","Fri Feb 11, 1966 18:00 UTC",Cosmos-2I (63S1) | Cosmos 108,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Thu Feb 10, 1966 08:40 UTC",Vostok-2 | Cosmos 107,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Mon Jan 31, 1966 11:45 UTC",Molniya-M /Block L | Luna 9,Success
RVSN USSR,"Site 86/1, Kapustin Yar, Russia","Tue Jan 25, 1966 12:28 UTC",Cosmos-2I (63SM) | Cosmos 106,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Sat Jan 22, 1966 08:30 UTC",Vostok-2 | Cosmos 105,Success
General Dynamics,"SLC-4E, Vandenberg AFB, California, USA","Wed Jan 19, 1966 20:10 UTC",Atlas-SLV3 Agena-D | KH-7 Gambit 4024,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Fri Jan 07, 1966 08:20 UTC",Vostok-2 | Cosmos 104,Partial Failure
RVSN USSR,"Site 86/1, Kapustin Yar, Russia","Tue Dec 28, 1965",Cosmos-2I (63S1) | DS-K40 #1,Failure
RVSN USSR,"Site 41/15, Baikonur Cosmodrome, Kazakhstan","Tue Dec 28, 1965 12:30 UTC",Cosmos-1 (65S3) | Cosmos 103,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Mon Dec 27, 1965 22:24 UTC",Vostok-2A | Cosmos 102,Success
Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA","Tue Dec 21, 1965 14:00 UTC","Titan IIIC | LES 3 & 4, OV2-3, OSCAR-4",Partial Failure
RVSN USSR,"Site 86/1, Kapustin Yar, Russia","Tue Dec 21, 1965 06:14 UTC",Cosmos-2I (63S1) | Cosmos 101,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Fri Dec 17, 1965 02:20 UTC",Vostok-2M | Cosmos 100,Success
NASA,"LC-19, Cape Canaveral AFS, Florida, USA","Wed Dec 15, 1965 13:37 UTC",Titan II GLV | Gemini VI-A,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Fri Dec 10, 1965 08:10 UTC",Vostok-2 | Cosmos 99,Success
NASA,"LC-19, Cape Canaveral AFS, Florida, USA","Sat Dec 04, 1965 19:30 UTC",Titan II GLV | Gemini VII,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Fri Dec 03, 1965 10:46 UTC",Molniya | Luna 8,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Sat Nov 27, 1965 08:20 UTC",Vostok-2 | Cosmos 98,Success
Arm??e de l'Air,"Brigitte, Hammaguir, Algeria, France","Fri Nov 26, 1965 14:47 UTC",Diamant A | Ast??rix,Success
RVSN USSR,"Site 86/1, Kapustin Yar, Russia","Fri Nov 26, 1965 12:14 UTC",Cosmos-2I (63SM) | Cosmos 97,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Tue Nov 23, 1965 03:21 UTC",Molniya | Cosmos 96,Partial Failure
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Tue Nov 16, 1965 04:19 UTC",Molniya | Venera 3,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Fri Nov 12, 1965 05:02 UTC",Molniya | Venera 2,Success
General Dynamics,"SLC-4E, Vandenberg AFB, California, USA","Mon Nov 08, 1965 19:26 UTC",Atlas-SLV3 Agena-D | KH-7 Gambit 4023,Success
RVSN USSR,"Site 86/1, Kapustin Yar, Russia","Thu Nov 04, 1965 05:31 UTC",Cosmos-2I (63SM) | Cosmos 95,Success
RVSN USSR,"Site 81/24, Baikonur Cosmodrome, Kazakhstan","Tue Nov 02, 1965 12:29 UTC",Proton | Proton-2,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Thu Oct 28, 1965 08:15 UTC",Voskhod | Cosmos 94,Success
General Dynamics,"LC-14, Cape Canaveral AFS, Florida, USA","Mon Oct 25, 1965 15:00 UTC",Atlas-SLV3 Agena-D | GATV 5002,Failure
RVSN USSR,"Site 86/1, Kapustin Yar, Russia","Tue Oct 19, 1965 05:44 UTC",Cosmos-2I (63SM) | Cosmos 93,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Sat Oct 16, 1965 08:14 UTC",Voskhod | Cosmos 92,Success
Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri Oct 15, 1965 17:23 UTC",Titan IIIC | LCS-2 & OV2-1,Failure
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Thu Oct 14, 1965 06:00 UTC",Molniya | Molniya-1 n†­4,Success
General Dynamics,"LC-576B3, Vandenberg AFB, California, USA","Tue Oct 05, 1965 09:07 UTC",Atlas-D OV1 | OV1-2,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Mon Oct 04, 1965 07:55 UTC",Molniya-M /Block L | Luna 7,Success
General Dynamics,"SLC-4E, Vandenberg AFB, California, USA","Thu Sep 30, 1965 19:20 UTC",Atlas-SLV3 Agena-D | KH-7 Gambit 4022,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Thu Sep 23, 1965 09:00 UTC",Voskhod | Cosmos 91,Success
RVSN USSR,"Site 41/15, Baikonur Cosmodrome, Kazakhstan","Sat Sep 18, 1965 07:59 UTC",Cosmos-1 (65S3) | Cosmos 86 to 90,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Thu Sep 09, 1965 09:30 UTC",Voskhod | Cosmos 85,Success
RVSN USSR,"Site 41/15, Baikonur Cosmodrome, Kazakhstan","Fri Sep 03, 1965 03:31 UTC",Cosmos-1 (65S3) | Cosmos 80 to 84,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Wed Aug 25, 1965 10:10 UTC",Voskhod | Cosmos 79,Success
NASA,"LC-19, Cape Canaveral AFS, Florida, USA","Sat Aug 21, 1965 13:59 UTC",Titan II GLV | Gemini V,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Sat Aug 14, 1965 10:56 UTC",Vostok-2 | Cosmos 78,Success
General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA","Wed Aug 11, 1965 14:31 UTC",Atlas-LV3C Centaur-D | Surveyor SD-2,Success
General Dynamics,"SLC-4E, Vandenberg AFB, California, USA","Tue Aug 03, 1965 19:12 UTC",Atlas-SLV3 Agena-D | KH-7 Gambit 4021,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Tue Aug 03, 1965 11:00 UTC",Voskhod | Cosmos 77,Success
NASA,"SLC-37B, Cape Canaveral AFS, Florida, USA","Fri Jul 30, 1965 13:00 UTC",Saturn I | A-105,Success
RVSN USSR,"Site 86/1, Kapustin Yar, Russia","Fri Jul 23, 1965 04:33 UTC",Cosmos-2I (63S1) | Cosmos 76,Success
General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA","Tue Jul 20, 1965 08:27 UTC",Atlas-LV3 Agena-D | Vela 3A/3B,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Sun Jul 18, 1965 14:38 UTC",Molniya | Zond 3,Success
RVSN USSR,"Site 81/24, Baikonur Cosmodrome, Kazakhstan","Fri Jul 16, 1965 11:16 UTC",Proton | Proton-1,Success
RVSN USSR,"Site 41/15, Baikonur Cosmodrome, Kazakhstan","Fri Jul 16, 1965 03:31 UTC",Cosmos-1 (65S3) | Cosmos 71 to 75,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Tue Jul 13, 1965 11:00 UTC",Vostok-2 | Zenit-2 n†­28,Failure
